"","state_index","form","RSS","AIC","AIC_c","lambda","par_1","par_2","par_3","par_4","par_5","STATE"
"278",17,"RHODE",0.0218004940710253,-235.203084727463,-234.860227584606,380.218259400507,1.25087864848153,NA,NA,NA,NA,"Kentucky"
"279",17,"PARETO",0.108073662130519,-229.087081168037,-228.74422402518,306.046701936052,1.68237286039507,NA,NA,NA,NA,"Kentucky"
"280",17,"LOGNORMAL",0.00545286090776446,-286.247897711797,-285.90504056894,1637.94968383985,0.987014595108751,NA,NA,NA,NA,"Kentucky"
"281",17,"GAMMA",0.0363233573698979,-248.407765148927,-248.06490800607,524.793468322123,1.08396103588615,NA,NA,NA,NA,"Kentucky"
"282",17,"WEIBULL",0.0292492618331186,-247.826010554654,-247.483153411797,533.627700157898,0.996956199957516,NA,NA,NA,NA,"Kentucky"
"283",17,"GENERALIZED_GAMMA",0.00549135270089618,-284.076082897815,-283.370200544873,1629.77318052735,49309.2320315494,0.00455731213505141,NA,NA,NA,"Kentucky"
"284",17,"DAGUM",0.000853705086367323,-310.152174127557,-309.446291774616,3422.08682336843,0.643838394874539,2.14222664110144,NA,NA,NA,"Kentucky"
"285",17,"SINGH_MADDALA",0.00137802305265219,-306.502304396065,-305.796422043123,3082.96786227405,1.30448696314285,1.69321225588868,NA,NA,NA,"Kentucky"
"286",17,"GB1",0.00554285446280923,-281.881894821683,-280.669773609562,1619.77320502279,28621.3097177008,59582.3237650701,0.00490967727178071,NA,NA,"Kentucky"
"287",17,"GB2",0.00200438716858694,-310.580399092727,-309.368277880606,3615.21067173871,0.036552041377272,0.071748162005107,26.6418237984376,NA,NA,"Kentucky"
"288",17,"SARABIA",0.00141723534541209,-300.523484373243,-298.648484373243,2942.59836591844,0.00901633688695243,1.00000000017524,0.917253752087352,0.462266469758157,NA,"Kentucky"
"289",17,"WANG",0.000510397919865971,-305.691634899616,-302.981957480262,3561.27487367207,0.903147180698167,0.718015708645726,0.999999705136623,0.445257669923913,1.87216187290913,"Kentucky"
"290",18,"KAKWANI_PODDER",0.142729683529964,-217.262490488027,-216.91963334517,197.92894340326,2.27959721775792,NA,NA,NA,NA,"Louisiana"
"291",18,"RASCHE",0.00212370977566024,-303.191974495756,-302.486092142815,2632.59399232381,0.529694823204587,0.631770454621882,NA,NA,NA,"Louisiana"
"292",18,"ORTEGA",0.000655673297550293,-312.613668229147,-311.907785876206,3443.11639646383,0.731466016208942,0.427971814434207,NA,NA,NA,"Louisiana"
"293",18,"CHOTIKAPANICH",0.119391218826821,-218.647962236452,-218.305105093595,207.917768520481,3.34064373259528,NA,NA,NA,NA,"Louisiana"
"294",18,"ABDALLA_HASSAN",0.000779405314316442,-310.396527780766,-309.184406568644,3398.94450570108,0.719451302454052,1.19775359744217e-07,0.430592161570975,NA,NA,"Louisiana"
"295",18,"RHODE",0.027286141774164,-230.108472994252,-229.765615851395,309.644223336802,1.21756609904838,NA,NA,NA,NA,"Louisiana"
"296",18,"PARETO",0.105698817285739,-231.193857231375,-230.851000088518,302.43194591647,1.59183449914418,NA,NA,NA,NA,"Louisiana"
"297",18,"LOGNORMAL",0.00720419696402672,-279.546217395172,-279.203360252315,1272.60716081461,1.06803581532187,NA,NA,NA,NA,"Louisiana"
"298",18,"GAMMA",0.0573346752732743,-239.36675766074,-239.023900517883,377.83645974632,0.964574310860598,NA,NA,NA,NA,"Louisiana"
"299",18,"WEIBULL",0.0382608176447706,-240.709978967114,-240.367121824257,413.206584071684,0.916834505297608,NA,NA,NA,NA,"Louisiana"
"300",18,"GENERALIZED_GAMMA",0.00727560628263695,-277.336307350609,-276.630424997668,1265.33909530119,48829.4597588456,0.00423142598880815,NA,NA,NA,"Louisiana"
"301",18,"DAGUM",0.00115415014853197,-309.692019272396,-308.986136919454,3170.77154754415,0.688954851708072,1.96498082845481,NA,NA,NA,"Louisiana"
"302",18,"SINGH_MADDALA",0.00169299461727858,-306.32767912043,-305.621796767489,2874.89896029416,1.21480776903862,1.64194703167094,NA,NA,NA,"Louisiana"
"303",18,"GB1",0.00731993920165459,-275.145269007988,-273.933147795867,1258.7317242346,34080.0562566754,73947.8859710691,0.00418613971124083,NA,NA,"Louisiana"
"304",18,"GB2",0.000623573085889112,-312.53475910244,-311.322637890319,3614.72471642093,0.288343403207134,0.505281120207761,3.65085439856726,NA,NA,"Louisiana"
"305",18,"SARABIA",0.000507616896955479,-308.091512375515,-306.216512375515,3382.03250245685,0.000103521371733814,1.70727974445232,0.421406272635539,0.351014227794941,NA,"Louisiana"
