"","COUNTY","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"715","Whiteside County, Illinois",0,0.0042026881855821,0.0135107874223389,0.0299224564425598,0.0401439920556107,0.0507659802761727,0.0732012127196118,0.109854741234973,0.131289101290963,0.143950932068781,0.177705657984144,0.208550367609365,0.274803872889772,0.283929240386639,0.399942753294876,0.48966546673287,0.565508700086886,0.683166622485746,0.735,0.869,1,NA,NA
"716","White County, Illinois",0,0.00632701397782829,0.0194491655537998,0.0305231565329884,0.0361845939681933,0.0529021527726289,0.0809805746664399,0.109490498925044,0.109637774902975,0.141218190941796,0.169842066770573,0.199101132871517,0.242606468305304,0.268968263825139,0.373966874185295,0.447760672703752,0.554956909891224,0.647444403635505,0.678,0.849,1,NA,NA
"717","Cook County, Illinois",0,0.00414672461812605,0.0100828873551373,0.0188834084346032,0.0209785202863962,0.0301560051578289,0.0426161049108104,0.0575563120941152,0.0733148084908545,0.0816608326703792,0.0913269370763125,0.108229132202422,0.147722780398801,0.18919517369398,0.20972180536412,0.310350437953841,0.363239193847786,0.399876525456186,0.467253859742213,0.562756963613095,0.586,0.762,1
"718","Perry County, Illinois",0,0.00943708373214116,0.0218492885590882,0.0323764504949174,0.0423652025535106,0.0735657751909483,0.100632627378231,0.119109694022586,0.130843693367775,0.170049808750024,0.209370815439652,0.236694875203047,0.268516616948673,0.332091359271764,0.460832537886803,0.496537918140706,0.616045099143998,0.734648753492788,0.767232767232767,0.921078921078921,1,NA,NA
"719","Randolph County, Illinois",0,0.0053600574231645,0.0140983882489022,0.0283179017813172,0.0393181428396423,0.0506792966405786,0.0753917049825386,0.111167572879102,0.134282249173098,0.139095109982475,0.181222879437375,0.213500225124451,0.280213574018504,0.285079995099841,0.413151394810969,0.511698885213769,0.58353838492988,0.721465450938831,0.766,0.883,1,NA,NA
"720","Iroquois County, Illinois",0,0.00432156069992063,0.0163788122035831,0.0311545947353458,0.0376005025125628,0.0551974948478464,0.0783479228443093,0.104323326916598,0.124081658291457,0.134952694283558,0.166098863638254,0.201682897269036,0.266688442211055,0.272443926129487,0.378905097394017,0.48504648241206,0.555385465646772,0.681662262164918,0.73,0.733165823594152,0.881,1,NA
"721","Kendall County, Illinois",0,0.00114985195685881,0.00324820102072299,0.00648688259960312,0.0136483480068911,0.0206718744930667,0.0313499747807906,0.0424676711133574,0.050456294335767,0.0573586695599234,0.0735626371285506,0.112555916550437,0.161872795582777,0.189692972216983,0.327496988513938,0.344353659572787,0.506182553247078,0.554175173290051,0.625443061804895,0.785494645744345,0.796796796796797,0.927927927927928,1
"722","Macon County, Illinois",0,0.00622087499965319,0.0163353373541371,0.0279778236204229,0.0311227364612048,0.049001173018972,0.0702765453502973,0.0941176600696643,0.102933986591026,0.117914797093442,0.146962531414678,0.178533488487387,0.232276946879835,0.236865946223165,0.335017762591488,0.434397111913357,0.475774915362224,0.590651207031409,0.64559390178168,0.676,0.843,1,NA
"723","Stark County, Illinois",0,0.00460857833264912,0.010938641355416,0.0298579223466222,0.0343520786685534,0.0441968368774446,0.06563416972263,0.096886958047396,0.116971002048618,0.124412797583063,0.156576115834443,0.176306579196029,0.228570332940652,0.25394448028399,0.356470224341925,0.453621373000442,0.512308916659205,0.605769574684937,0.667578842154347,0.694694694694695,0.876876876876877,1,NA
"724","St Clair County, Illinois",0,0.0065035858521954,0.0163250262812806,0.0268637051993942,0.0308226453736431,0.0465372294367711,0.0662537395927404,0.0908952489277179,0.104510853104493,0.115847409653536,0.143909652249198,0.165850221628901,0.223042656749388,0.241221352852095,0.308491973517827,0.457890438539451,0.462938919737506,0.584742629478342,0.675311355805654,0.729,0.888,1,NA
